views,life_time,dead_account,language,affiliate
2.0497060240547868e-05,0.2308433734939759,0.0,0.15000000000000002,1.0
1.3007399568820834e-06,0.6477108433734939,0.0,0.15000000000000002,0.0
0.0009950712699746214,0.756144578313253,0.0,0.15000000000000002,1.0
1.0041712467129683e-06,0.3212048192771084,0.0,0.15000000000000002,0.0
6.467279065617718e-06,0.4272289156626506,0.0,0.15000000000000002,0.0
1.2973580329941899e-05,0.30771084337349397,0.0,0.15000000000000002,1.0
6.08746299820815e-07,0.08361445783132529,0.0,0.15000000000000002,0.0
2.0161469331672292e-06,0.1363855421686747,0.0,0.30000000000000004,0.0
0.0001795541436480028,0.42650602409638555,0.0,0.15000000000000002,0.0
8.343726527415812e-05,0.11759036144578314,0.0,0.5,1.0
2.4453911189383167e-07,0.4501204819277108,0.0,0.15000000000000002,0.0
0.026676792528337406,0.4106024096385542,0.0,0.15000000000000002,0.0
5.666023252178355e-06,0.216144578313253,0.0,0.45,0.0
1.2671808659945256e-05,0.10554216867469879,0.0,0.15000000000000002,0.0
5.208162787355862e-06,0.45759036144578313,0.0,0.8,0.0
8.81433424381575e-05,0.5115662650602409,0.0,0.15000000000000002,1.0
5.202959827528333e-07,0.07542168674698796,0.0,0.15000000000000002,0.0
3.0239602517594675e-05,0.5513253012048193,0.0,0.15000000000000002,0.0
3.0177166999664333e-06,0.2503614457831325,0.0,0.15000000000000002,0.0
0.0003767255092720165,0.5214457831325301,0.0,0.15000000000000002,1.0
4.903789637445454e-06,0.5450602409638554,0.0,0.15000000000000002,1.0
0.00013569319230193893,0.6828915662650602,0.0,0.15000000000000002,0.0
0.0005532827480593629,0.4927710843373494,0.0,0.7000000000000001,0.0
3.782031498630345e-05,0.23783132530120482,0.0,0.8,1.0
0.0008824688133872531,0.44746987951807227,0.0,0.15000000000000002,1.0
2.6665169116082707e-06,0.28819277108433733,0.0,0.1,0.0
2.478690061834498e-05,0.3489156626506024,0.0,0.15000000000000002,1.0
7.289346718367195e-06,0.4626506024096385,0.0,0.15000000000000002,0.0
0.0004216426614630686,0.5151807228915662,0.0,0.1,1.0
6.724825577080371e-06,0.20481927710843373,0.0,0.30000000000000004,0.0
3.5640274818569082e-06,0.37662650602409636,0.0,0.1,0.0
1.1459519020131154e-05,0.36409638554216867,0.0,0.2,1.0
5.593702110575711e-05,0.6549397590361445,0.0,0.15000000000000002,0.0
1.938102535754304e-06,0.24481927710843374,0.0,0.15000000000000002,0.0
4.4334420690368927e-05,0.2289156626506024,0.0,0.4,1.0
6.657187099322502e-06,0.4951807228915662,0.0,0.15000000000000002,0.0
1.547880548689679e-05,0.8151807228915662,0.0,0.15000000000000002,1.0
2.1412781170192857e-05,0.3944578313253012,0.0,0.15000000000000002,1.0
2.2867008441987027e-06,0.27180722891566267,0.0,0.15000000000000002,0.0
9.404349888257463e-06,0.38987951807228916,0.0,0.15000000000000002,1.0
6.495895344669124e-06,0.24313253012048192,0.0,0.15000000000000002,1.0
5.057797248340293e-05,0.5238554216867469,0.0,0.15000000000000002,0.0
2.2219239943459746e-05,0.416144578313253,0.0,0.8,0.0
1.0078133185922381e-05,0.24072289156626506,0.0,0.15000000000000002,1.0
3.887651583129171e-05,0.49879518072289153,0.0,0.15000000000000002,0.0
0.0001210884840660669,0.0963855421686747,0.0,0.15000000000000002,1.0
1.8496522186863226e-06,0.4667469879518072,0.0,0.15000000000000002,0.0
2.4123523240335116e-05,0.26265060240963856,0.0,0.15000000000000002,1.0
4.073917544954685e-06,0.12337349397590361,0.0,0.30000000000000004,1.0
1.4742586671301532e-05,0.4031325301204819,0.0,0.15000000000000002,1.0
0.0003210746509567734,0.2383132530120482,0.0,0.15000000000000002,1.0
1.525247673439931e-05,0.22698795180722892,0.0,0.15000000000000002,1.0
9.625475680927417e-07,0.7949397590361446,0.0,0.15000000000000002,0.0
2.0681765314425125e-06,0.11518072289156625,0.0,0.15000000000000002,0.0
2.5268174402391352e-05,0.5356626506024096,0.0,0.30000000000000004,1.0
1.572074311887686e-05,0.24650602409638553,0.0,0.15000000000000002,1.0
7.382999995262705e-05,0.5074698795180723,0.0,0.15000000000000002,1.0
6.659788579236267e-07,0.2971084337349397,0.0,0.15000000000000002,0.0
2.2861805482159498e-05,0.5609638554216867,0.0,0.15000000000000002,0.0
9.963668069716757e-07,0.08433734939759036,0.0,0.15000000000000002,0.0
0.002229002621191327,0.8390361445783132,0.0,0.15000000000000002,1.0
1.93550105584054e-06,0.2127710843373494,0.0,0.15000000000000002,0.0
3.0385285392765466e-06,0.4542168674698795,0.0,0.15000000000000002,0.0
3.215169025421134e-05,0.09518072289156626,0.0,0.15000000000000002,1.0
2.59107399410911e-06,0.37662650602409636,0.0,0.15000000000000002,0.0
1.4552678637596748e-05,0.17590361445783131,0.0,0.15000000000000002,1.0
0.00010174387942731656,0.44626506024096385,0.0,0.30000000000000004,1.0
0.0024179689191673286,0.4655421686746988,0.0,0.75,0.0
2.4323837193694958e-05,0.16963855421686747,0.0,0.5,1.0
1.1951198723832582e-05,0.4359036144578313,0.0,0.15000000000000002,0.0
7.957927056204586e-06,0.04120481927710843,0.0,0.15000000000000002,1.0
1.951109935323125e-07,0.4236144578313253,0.0,0.15000000000000002,0.0
1.4669745233716135e-05,0.20265060240963856,0.0,0.15000000000000002,0.0
0.00011584129908000458,0.4542168674698795,0.0,0.30000000000000004,1.0
2.710742070142262e-06,0.4327710843373494,0.0,0.15000000000000002,1.0
2.0395602523911066e-06,0.4171084337349397,0.0,0.15000000000000002,0.0
5.093697671150238e-06,0.10722891566265061,0.0,0.15000000000000002,1.0
8.868445026022044e-06,0.38506024096385544,0.0,0.15000000000000002,1.0
0.00012969417962079875,0.3493975903614458,0.0,0.8,1.0
8.677496400351755e-05,0.4754216867469879,0.0,0.4,0.0
2.0130251572707123e-05,0.4296385542168675,0.0,0.15000000000000002,0.0
